model_seed,step,set_name,split_id,layer,token_count,c_norm,cos_to_set_global,common_margin,common_winner,set_global_margin,set_global_winner,winner_matches_set_global
0,300,primary,1,5,32768,14.239762306213379,0.9968262314796448,0.08376121520996094,2,0.11903566122055054,2,1
0,300,primary,2,5,32768,14.411521911621094,0.9998825788497925,0.10086601972579956,2,0.11903566122055054,2,1
0,300,primary,3,5,32768,14.453643798828125,0.9994080066680908,0.14729106426239014,2,0.11903566122055054,2,1
0,300,primary,4,5,32768,14.685789108276367,0.9948598146438599,0.1433839201927185,2,0.11903566122055054,2,1
0,300,primary,5,5,32768,14.381101608276367,0.999480128288269,0.12231093645095825,2,0.11903566122055054,2,1
0,300,primary,6,5,32768,14.374116897583008,0.9996147155761719,0.1193239688873291,2,0.11903566122055054,2,1
0,300,primary,7,5,32768,14.236992835998535,0.999541699886322,0.10634666681289673,2,0.11903566122055054,2,1
0,300,secondary,0,0,32768,11.400325775146484,0.9832559823989868,0.42518770694732666,4,0.28680717945098877,4,1
0,300,secondary,1,0,32768,10.484101295471191,0.9970029592514038,0.4077882766723633,4,0.28680717945098877,4,1
0,300,secondary,2,0,32768,10.403351783752441,0.9956614971160889,0.08026993274688721,4,0.28680717945098877,4,1
0,300,secondary,3,0,32768,10.967679023742676,0.9876407384872437,0.0036504268646240234,0,0.28680717945098877,4,0
0,300,secondary,4,0,32768,10.754148483276367,0.9962688684463501,0.16902589797973633,4,0.28680717945098877,4,1
0,300,secondary,5,0,32768,10.384574890136719,0.9968670606613159,0.3887087106704712,4,0.28680717945098877,4,1
