model,step,layer,coarse_band,coarse_V,sum_constituent_fine_V,within_group_response_cross_term,cross_term_over_coarse_V,coarse_input_energy,sum_constituent_fine_energy,energy_reconstruction_relative_error
lb,20000,8,M,1.4141634702682495,1.3543083295226097,0.0598551407456398,0.04232547509821196,37.47566604614258,37.475661516189575,1.2087718460699544e-07
lb,20000,8,T,0.0254284124821424,0.02454002116610325,0.0008883913160391485,0.03493695552811402,2.944727897644043,2.9447279716841877,2.5143289042484044e-08
lb,20000,9,H,16.821659088134766,16.821659088134766,0.0,0.0,69.92992401123047,69.92992401123047,0.0
lb,20000,9,M,1.0818803310394287,1.1154740042984486,-0.03359367325901985,-0.031051191425898603,38.02707290649414,38.02707052230836,6.269706295230086e-08
lb,20000,9,T,0.0274696387350559,0.027861500351718523,-0.00039186161666262403,-0.014265262839534268,3.3756120204925537,3.3756121965125203,5.214460830621211e-08
lb,20000,10,H,18.439706802368164,18.439706802368164,0.0,0.0,119.67354583740234,119.67354583740234,0.0
lb,20000,10,M,1.7266814708709717,1.766864875331521,-0.040183404460549355,-0.023272042434253994,50.51544570922852,50.51544380187988,3.7757731583658564e-08
lb,20000,10,T,0.0214620716869831,0.021750842477558496,-0.00028877079057539404,-0.013454935515406724,3.652133703231812,3.652133715339005,3.315101255794175e-09
lb,20000,11,H,23.104713439941406,23.104713439941406,0.0,0.0,209.59671020507807,209.59671020507807,0.0
lb,20000,11,M,2.9370522499084477,3.2129362300038338,-0.27588398009538606,-0.09393226834966445,146.11569213867188,146.115704536438,8.484897092035183e-08
lb,20000,11,T,0.0482864901423454,0.04895259665136074,-0.0006661065090153365,-0.013794883559598103,7.489312648773193,7.489313227124512,7.722355120679206e-08
lb,20000,12,H,34.42212677001953,34.42212677001953,0.0,0.0,271.4884033203125,271.4884033203125,0.0
lb,20000,12,M,2.3398633003234863,2.528957474976778,-0.1890941746532917,-0.08081419740510029,135.27249145507812,135.27248811721802,2.4675084132166857e-08
lb,20000,12,T,0.0290604457259178,0.028818708233302147,0.00024173749261565194,0.008318437194514755,6.708752632141113,6.708752945996821,4.678301986300075e-08
lb,30000,1,H,1.1554815769195557,1.1554815769195557,0.0,0.0,9.550066947937012,9.550066947937012,0.0
lb,30000,1,M,0.1647922098636627,0.16339582949876771,0.001396380364894978,0.008473582374131905,8.366867065429688,8.36686635017395,8.54866859615816e-08
lb,30000,1,T,0.0054482347331941,0.005381595181461085,6.663955173301459e-05,0.01223140246271039,0.7242220044136047,0.7242219458566974,8.085491322574542e-08
lb,30000,2,H,3.193655014038086,3.193655014038086,0.0,0.0,4.245038032531738,4.245038032531738,0.0
lb,30000,2,M,0.062386468052864,0.06161113880807521,0.0007753292447887916,0.012427843232474808,0.836911678314209,0.8369116932153701,1.7804938643992588e-08
lb,30000,2,T,0.0010633561760187,0.0010616690427694793,1.6871332492206844e-06,0.0015866116050949751,0.0986208915710449,0.0986208970716684,5.577543890151206e-08
lb,30000,3,H,7.8151535987854,7.8151535987854,0.0,0.0,9.284214973449709,9.284214973449709,0.0
lb,30000,3,M,0.1503417789936065,0.1455507772043346,0.004791001789271915,0.031867401206391595,2.7054500579833984,2.7054502218961716,6.0586138948912e-08
lb,30000,3,T,0.0016054528532549,0.0015239410279262375,8.151182532866244e-05,0.05077185864624123,0.1853809356689453,0.1853809541789812,9.984864854702342e-08
lb,30000,4,H,8.690227508544922,8.690227508544922,0.0,0.0,8.009139060974121,8.009139060974121,0.0
lb,30000,4,M,0.2482324987649917,0.2377763530239462,0.010456145741045503,0.04212238845867081,2.7454395294189453,2.7454393953084946,4.8848444596050717e-08
lb,30000,4,T,0.003517831210047,0.003404590669560875,0.00011324054048612517,0.032190441702463664,0.2981317341327667,0.298131721327081,4.2953111889548105e-08
lb,30000,5,H,10.542963027954102,10.542963027954102,0.0,0.0,13.49584674835205,13.49584674835205,0.0
